DemAffl,DemAge,DemClusterGroup,DemGender,DemReg,DemTVReg,LoyalClass,LoyalSpend,LoyalTime,TargetBuy
3.0,59.0,2,0,0,2,0,12000.0,4.0,0
8.0,39.0,2,0,3,3,2,3850.36,8.0,1
11.0,43.0,2,0,0,11,3,0.0099999999999999,9.0,1
9.0,67.0,1,1,3,3,0,6000.0,1.0,0
12.0,68.0,4,0,3,3,0,18678.76,3.0,1
19.0,38.0,2,0,0,11,3,0.0099999999999999,9.0,1
7.0,43.0,1,0,0,11,3,0.0099999999999999,6.5646704949412085,1
5.0,58.0,0,0,1,5,3,0.0099999999999999,6.5646704949412085,0
8.0,42.0,5,0,3,3,3,0.0099999999999999,5.0,0
12.0,49.0,2,0,0,10,0,14000.0,3.0,0
8.0,31.0,4,0,3,3,3,0.0099999999999999,4.0,0
8.0,51.0,2,0,3,8,2,5000.0,4.0,0
8.0,63.0,2,0,0,10,0,7000.0,6.0,0
8.0,54.0,5,0,0,4,3,0.0099999999999999,4.0,0
6.0,73.0,2,0,0,11,2,600.0,7.0,0
7.0,51.0,3,0,3,3,2,1000.0,5.0,0
4.0,43.0,2,0,3,3,3,0.0099999999999999,6.5646704949412085,0
5.0,49.0,2,0,0,11,0,16000.0,4.0,0
12.0,51.0,0,0,0,4,3,0.0099999999999999,5.0,1
9.0,62.0,5,0,3,3,0,6000.0,2.0,0
11.0,58.0,2,1,3,3,3,0.0099999999999999,8.0,0
9.0,51.0,0,0,3,3,2,3000.0,9.0,0
8.0,46.0,5,0,3,3,2,50.0,1.0,0
11.0,54.0,2,1,3,3,0,8000.0,1.0,0
8.0,48.0,5,0,3,3,2,600.0,4.0,0
11.0,37.0,4,0,3,3,3,0.0099999999999999,4.0,0
8.0,37.0,3,0,3,3,2,3000.01,6.5646704949412085,0
14.0,51.0,5,1,0,2,2,2000.0,6.5646704949412085,0
10.0,44.0,0,0,3,3,0,6000.0,1.0,1
7.0,33.0,2,2,1,12,2,2000.0,1.0,0
12.0,64.0,5,1,3,3,0,6000.0,1.0,0
13.0,41.0,1,0,3,3,0,12000.0,1.0,1
8.0,59.0,1,0,3,3,0,6000.0,2.0,0
4.0,68.0,1,0,3,3,0,6000.0,1.0,0
7.0,69.0,4,0,3,3,0,6000.0,2.0,0
13.0,42.0,2,0,0,10,2,3200.0,8.0,0
6.0,53.0,2,0,0,10,2,3000.0,5.0,0
5.0,51.0,2,0,0,2,2,1000.0,18.0,0
4.0,51.0,1,0,3,8,3,0.0099999999999999,8.0,0
10.0,52.0,2,1,0,10,2,360.0,9.0,0
10.0,51.0,3,0,0,2,3,0.0099999999999999,8.0,0
10.0,72.0,2,0,0,10,0,6000.0,25.0,0
15.0,64.0,2,0,0,10,0,6000.0,2.0,1
13.0,40.0,2,2,3,3,2,100.0,7.0,1
9.0,59.0,3,0,3,3,0,7000.0,2.0,0
8.0,46.0,1,0,1,7,3,0.0099999999999999,5.0,0
6.0,58.0,2,0,0,10,2,1000.0,1.0,0
8.0,52.0,2,1,0,11,3,0.0099999999999999,9.0,0
10.0,55.0,2,0,0,10,1,54491.89,12.0,0
10.0,69.0,2,1,0,10,0,11000.0,4.0,0
11.0,34.0,2,0,3,3,3,0.0099999999999999,9.0,1
13.0,58.0,2,0,0,10,0,6000.0,9.0,0
9.0,39.0,2,0,0,10,0,16755.879999999997,3.0,1
9.0,71.0,0,0,3,3,2,3000.0,1.0,0
8.0,33.0,3,0,3,3,3,0.0099999999999999,8.0,0
6.0,75.0,5,0,3,3,2,180.0,30.0,0
9.0,50.0,0,1,3,3,0,6000.0,2.0,0
8.0,59.0,1,0,3,3,3,0.0099999999999999,8.0,0
8.0,49.0,2,0,0,4,3,0.0099999999999999,9.0,0
12.0,55.0,2,0,0,2,2,1000.0,8.0,0
10.0,53.0,2,0,0,10,2,3200.0,8.0,0
9.0,45.0,2,0,3,3,3,0.0099999999999999,9.0,0
8.0,51.0,4,0,1,5,2,50.0,8.0,0
10.0,50.0,2,0,0,10,2,500.0,9.0,1
4.0,72.0,5,0,3,3,2,4000.0,1.0,0
8.0,44.0,2,0,0,4,3,0.0099999999999999,8.0,0
7.0,46.0,2,0,0,11,1,26448.99,3.0,0
15.0,34.0,2,0,3,3,2,10.0,6.0,1
8.0,56.0,0,0,1,7,2,1000.0,14.0,0
7.0,47.0,2,0,0,11,0,12000.0,2.0,0
21.0,39.0,2,0,1,12,3,0.0099999999999999,5.0,1
7.0,35.0,2,0,3,8,3,0.0099999999999999,5.0,0
4.0,51.0,1,0,3,3,1,24053.35,9.0,1
8.0,76.0,5,0,1,12,0,6000.0,1.0,0
8.0,51.0,5,2,1,5,3,0.0099999999999999,5.0,0
6.0,51.0,3,0,3,3,0,5495.61,5.0,0
12.0,51.0,4,0,3,3,3,0.0099999999999999,7.0,0
8.0,51.0,3,2,3,3,2,610.0,8.0,1
6.0,51.0,5,0,3,3,3,0.0099999999999999,6.5646704949412085,0
5.0,51.0,1,0,0,4,0,10954.36,12.0,0
8.0,51.0,1,0,0,2,0,6545.299999999999,1.0,0
12.0,51.0,4,0,3,8,0,9000.0,3.0,0
6.0,53.0,2,2,0,11,2,500.0,8.0,0
13.0,51.0,4,0,0,11,0,6000.0,11.0,0
6.0,36.0,2,0,0,10,3,0.0099999999999999,9.0,1
8.0,46.0,2,0,3,3,0,6053.349999999999,5.0,0
8.0,62.0,2,0,3,8,0,6000.0,13.0,0
14.0,65.0,2,0,0,10,2,5000.0,1.0,0
11.0,50.0,2,0,0,10,2,500.0,11.0,0
7.0,46.0,2,0,3,8,2,2500.0,3.0,0
10.0,51.0,5,0,3,3,3,0.0099999999999999,8.0,1
10.0,60.0,2,1,0,10,2,500.0,8.0,0
7.0,59.0,2,0,0,10,0,6000.0,5.0,0
14.0,41.0,2,0,2,6,2,50.0,9.0,1
3.0,51.0,0,0,3,3,2,2000.0,5.0,0
4.0,57.0,2,1,3,3,2,3000.0,8.0,0
13.0,60.0,1,2,3,3,2,50.0,11.0,0
8.0,51.0,2,2,3,3,0,6000.0,5.0,0
8.0,49.0,3,0,3,3,3,0.0099999999999999,9.0,0
7.0,50.0,2,0,3,8,3,0.0099999999999999,8.0,0
9.0,72.0,2,2,0,10,0,7000.0,9.0,0
10.0,43.0,5,1,3,3,2,1000.0,4.0,1
7.0,51.0,5,0,0,4,2,2000.0,4.0,0
8.0,45.0,1,0,0,11,2,100.0,9.0,0
4.0,50.0,5,0,1,12,0,6000.0,6.5646704949412085,0
9.0,50.0,4,0,3,3,0,6000.0,1.0,0
9.0,50.0,4,0,3,3,2,2000.0,5.0,0
12.0,40.0,2,0,3,3,3,0.0099999999999999,9.0,0
4.0,33.0,2,0,3,3,2,420.0,6.0,1
8.0,51.0,5,0,1,12,3,0.0099999999999999,5.0,1
14.0,63.0,2,0,1,7,3,0.0099999999999999,8.0,1
6.0,29.0,1,1,3,3,0,6000.0,2.0,0
7.0,40.0,2,0,0,10,3,0.0099999999999999,5.0,1
8.0,45.0,2,0,1,12,3,0.0099999999999999,8.0,0
6.0,51.0,2,2,3,8,3,0.0099999999999999,5.0,0
8.0,31.0,2,0,1,7,3,0.0099999999999999,5.0,1
7.0,36.0,2,0,3,3,3,0.0099999999999999,10.0,0
11.0,63.0,2,0,0,10,0,6000.0,1.0,1
10.0,51.0,2,0,3,3,0,11450.0,8.0,0
5.0,41.0,2,0,1,7,2,2680.0,4.0,0
11.0,63.0,2,0,3,3,0,6000.0,2.0,1
13.0,48.0,1,0,3,3,0,6000.0,2.0,0
6.0,51.0,5,0,2,1,0,6000.0,1.0,0
7.0,74.0,2,0,3,3,0,6000.0,1.0,0
8.0,45.0,5,1,0,2,3,0.0099999999999999,6.5646704949412085,0
8.0,61.0,2,1,0,10,2,1000.0,1.0,0
8.0,51.0,3,0,0,11,2,5000.0,4.0,0
7.0,77.0,3,2,3,3,2,2000.0,7.0,0
7.0,60.0,3,0,3,3,0,10884.25,8.0,0
7.0,43.0,5,1,3,3,3,0.0099999999999999,5.0,1
5.0,51.0,1,0,3,8,2,3000.0,16.0,0
12.0,42.0,2,0,3,3,2,122.24,2.0,1
15.0,59.0,2,0,3,3,0,6000.0,1.0,1
3.0,68.0,2,1,3,8,2,4000.01,5.0,0
7.0,36.0,3,0,3,3,2,2500.0,3.0,0
8.0,50.0,3,0,3,3,3,0.0099999999999999,6.5646704949412085,0
7.0,42.0,2,0,0,4,3,0.0099999999999999,5.0,1
7.0,40.0,2,2,0,11,0,15000.0,5.0,0
6.0,52.0,2,1,3,3,2,125.0,1.0,0
6.0,64.0,2,1,2,6,0,6000.0,17.0,0
